14,18,34,93,101,192,201,1
14,36,33,93,101,192,201,1
11,21,32,92,101,192,201,1
14,12,34,92,101,191,202,1
14,15,32,92,101,191,201,1
11,18,32,93,102,191,201,2
11,16,34,93,103,192,201,2
14,20,34,91,101,192,201,1
14,36,34,93,101,191,201,1
14,15,32,94,101,192,201,1
14,24,32,93,101,192,201,1
11,12,32,93,101,192,201,1
11,21,32,93,102,191,202,1
12,36,32,94,101,191,201,1
14,15,33,92,101,191,201,1
12,9,32,92,101,191,201,1
14,36,33,92,101,191,201,1
12,24,34,92,101,191,201,2
12,30,32,92,101,191,201,1
14,11,32,91,101,192,201,1
11,24,31,93,101,192,201,2
14,10,32,93,102,191,201,1
11,6,32,93,101,192,201,2
11,24,32,91,101,191,201,2
14,18,34,92,101,191,201,1
14,48,33,93,101,192,201,1
11,9,32,92,101,191,201,2
12,12,32,93,101,192,201,1
11,24,31,91,101,192,201,2
11,12,31,93,101,192,201,2
11,18,34,92,101,191,201,1
11,48,32,93,101,192,201,2
14,30,32,93,101,192,201,1
11,12,33,93,101,191,201,1
11,24,32,93,102,191,202,1
12,9,32,92,101,192,201,2
14,9,34,93,101,191,201,1
14,12,34,93,101,192,201,1
11,12,32,92,101,191,201,1
13,9,32,92,101,191,201,2
12,6,32,94,101,192,201,1
14,24,34,93,101,192,201,1
14,12,32,93,101,192,201,1
14,10,32,93,101,191,202,1
14,24,32,93,101,192,201,1
14,4,34,93,101,191,201,1
11,15,32,92,103,191,201,1
12,48,30,92,101,191,201,1
11,24,31,93,101,192,201,2
14,12,32,93,101,192,201,1
14,18,32,94,102,191,201,2
12,18,34,94,101,192,201,1
11,36,33,93,101,192,201,2
12,24,32,92,101,191,201,2
14,36,32,92,101,192,201,2
11,12,32,92,103,192,201,1
11,24,34,92,101,192,201,1
13,30,34,93,101,191,201,1
12,9,34,93,101,191,201,1
11,28,32,93,101,191,201,2
12,24,32,93,101,191,201,1
14,6,34,94,101,191,201,1
12,21,33,91,101,191,201,1
14,15,32,93,101,191,201,1
14,24,32,93,101,192,201,2
12,6,32,94,101,191,201,1
12,30,32,92,101,191,201,1
12,27,34,93,101,191,201,2
14,15,32,92,101,192,201,1
14,42,32,94,101,192,201,1
11,11,34,93,101,191,201,1
12,15,32,93,103,191,201,1
14,24,32,93,101,191,201,1
11,24,31,92,102,191,201,2
11,60,32,93,102,191,201,2
14,30,34,92,101,192,201,1
13,24,32,92,101,191,201,1
12,6,32,92,103,191,201,1
12,18,33,93,101,191,201,1
14,24,33,93,101,191,201,2
12,15,31,94,101,191,201,2
14,48,32,93,101,192,201,2
13,21,32,92,101,192,201,1
11,36,32,93,101,191,201,2
14,24,34,93,101,191,201,1
11,15,34,92,101,191,201,1
13,42,30,91,101,191,201,1
14,13,32,92,101,191,201,1
11,24,32,93,101,192,201,1
12,24,34,93,101,191,201,1
14,12,34,93,101,191,201,1
14,15,31,93,101,191,201,1
11,18,32,94,101,191,201,1
11,36,32,93,101,192,201,1
14,12,32,93,101,192,201,1
14,12,32,92,101,191,201,1
11,30,32,91,101,192,201,1
14,12,32,93,101,191,201,1
11,45,32,93,101,192,201,2
12,45,34,93,101,191,201,1
12,36,32,93,101,192,201,1
12,12,32,92,101,191,201,2
11,48,32,92,101,191,201,2
11,24,34,93,101,191,201,2
14,24,32,93,101,192,201,1
14,12,34,93,101,191,201,1
12,36,30,93,101,192,201,2
14,12,32,92,101,191,201,1
11,24,32,92,103,192,201,1
14,12,34,92,103,192,201,1
11,12,30,93,101,191,201,2
12,24,34,93,102,192,201,2
13,15,32,92,101,192,201,1
12,12,32,93,101,191,201,2
11,12,31,94,101,191,201,1
14,24,34,93,101,192,201,1
14,6,32,93,101,192,201,1
14,24,32,92,101,192,201,1
11,6,34,93,101,191,201,1
14,36,33,91,101,191,201,2
12,16,34,93,101,192,201,1
11,12,32,94,101,191,201,2
12,18,30,92,101,192,201,1
14,6,34,92,101,192,201,1
14,9,34,93,101,192,201,1
11,12,32,94,101,191,201,2
14,12,32,93,101,191,202,1
14,15,32,93,101,192,201,1
14,9,32,93,101,191,201,2
14,9,32,93,101,191,201,1
11,24,32,92,101,191,201,2
14,12,34,92,101,191,201,1
12,9,32,93,101,192,201,1
14,10,34,93,101,191,202,1
12,48,31,93,102,192,201,1
11,12,32,91,101,192,201,1
14,24,32,93,101,192,201,1
12,21,34,93,101,192,201,1
12,8,32,92,101,191,201,2
14,24,32,93,101,191,201,1
14,18,34,92,101,191,201,1
12,13,34,93,103,191,201,1
11,12,30,93,101,192,201,2
13,12,33,92,101,192,201,1
14,36,32,93,101,191,201,1
14,60,34,93,101,192,201,1
12,60,31,92,101,192,201,2
13,12,32,93,101,191,201,1
12,15,34,93,101,191,201,1
14,9,32,92,101,191,201,1
12,12,34,93,101,191,201,1
14,24,34,91,101,192,201,1
12,48,34,92,101,192,201,2
14,24,32,93,101,192,201,1
14,18,32,93,101,192,201,1
14,24,33,93,101,192,201,1
11,6,32,92,101,191,201,2
12,12,34,92,101,191,201,1
14,12,32,93,101,192,201,1
14,6,32,93,103,191,201,1
11,36,32,93,101,191,201,1
11,6,34,92,101,191,202,1
14,6,34,93,101,191,201,1
12,18,32,92,103,191,201,1
12,36,32,93,101,191,201,1
11,24,33,93,101,191,201,2
12,12,32,93,101,191,201,2
14,15,34,92,102,191,201,1
14,24,32,94,101,191,201,1
14,12,32,92,101,192,201,1
12,24,30,93,101,192,201,2
14,24,33,93,101,191,201,1
13,10,32,92,101,191,201,1
11,24,31,93,101,192,201,1
14,9,32,93,101,191,201,1
11,24,32,92,101,191,201,1
14,12,32,92,101,191,201,1
14,24,34,93,101,192,201,1
13,6,34,92,101,191,201,1
11,12,34,93,102,192,201,2
13,15,32,93,101,192,201,1
11,48,34,93,101,192,201,2
12,60,32,93,101,192,201,2
14,18,32,93,101,192,201,1
12,20,30,94,101,192,201,1
14,15,34,94,101,191,201,1
13,24,34,91,101,192,201,1
12,36,31,92,101,191,201,1
14,21,32,93,101,192,201,1
14,10,32,92,101,191,201,1
12,12,34,93,101,192,201,1
13,12,34,93,101,191,201,1
11,24,32,92,101,191,201,2
14,22,32,93,101,191,201,1
12,48,30,92,101,192,202,2
11,24,32,93,101,192,201,2
12,30,33,93,101,191,201,2
12,60,32,93,101,191,201,2
14,24,32,93,101,191,201,2
12,30,34,93,101,191,201,2
