11,6,34,93,101,192,201,1
12,48,32,92,101,191,201,2
14,12,34,93,101,191,201,1
11,42,32,93,103,191,201,1
11,24,33,93,101,191,201,2
14,36,32,93,101,192,201,1
14,24,32,93,101,191,201,1
14,12,32,91,101,191,201,1
12,30,34,94,101,191,201,2
12,12,32,92,101,192,201,1
11,15,32,92,101,191,201,1
11,24,32,92,101,191,201,2
14,24,34,93,101,191,201,1
11,30,30,93,101,191,201,1
12,24,32,92,101,192,201,2
14,9,34,93,101,192,201,1
11,6,32,93,101,191,201,1
11,10,34,93,101,191,202,1
12,12,34,93,101,191,201,1
14,10,34,94,101,191,202,1
11,6,32,93,101,192,201,1
14,6,30,94,101,191,201,1
13,12,31,92,101,191,201,1
12,7,32,93,103,191,201,1
11,60,33,93,101,192,201,2
12,18,32,94,101,192,201,1
11,24,32,93,101,191,201,1
12,18,32,93,101,192,201,1
13,12,32,92,101,192,201,1
12,45,34,93,101,191,201,2
14,48,34,93,101,192,201,1
13,18,32,93,102,191,201,2
13,10,32,93,101,192,201,1
12,9,32,93,101,191,201,1
14,30,32,93,101,191,201,1
12,12,32,91,101,192,201,1
12,18,33,93,101,192,201,1
11,30,34,94,101,191,201,1
11,48,34,92,101,191,201,2
14,11,34,92,101,191,201,1
14,36,32,93,101,191,201,1
11,6,32,92,101,192,201,1
14,11,34,93,101,191,201,1
14,12,32,92,102,191,201,1
12,24,33,93,101,191,201,1
12,27,33,93,101,192,201,1
14,12,32,93,101,191,201,1
14,18,32,93,101,192,201,1
12,36,33,93,101,192,201,2
14,6,31,93,103,191,201,1
12,12,32,93,101,192,201,2
14,36,34,92,101,191,201,1
13,18,32,92,101,191,201,1
11,36,34,92,102,192,201,2
12,9,32,94,101,192,201,1
12,15,34,93,103,192,201,1
12,48,30,93,101,192,201,2
14,24,32,92,101,192,201,1
14,27,32,93,101,192,201,1
12,12,32,94,101,191,201,1
14,36,32,93,101,192,201,2
14,36,32,92,101,191,201,1
14,36,32,92,101,191,201,1
14,7,34,93,101,192,201,1
11,8,34,93,101,192,201,1
12,42,34,92,101,191,201,1
11,36,32,93,101,192,201,2
11,12,34,93,101,191,201,1
11,42,32,93,101,191,201,2
12,11,33,93,101,191,201,1
14,54,30,93,101,191,201,1
12,30,32,94,101,191,201,1
14,24,32,92,101,192,201,2
14,15,32,93,101,192,201,1
14,18,32,92,101,191,201,1
11,10,32,93,101,191,201,1
12,18,34,92,101,191,201,1
12,36,32,93,101,192,201,2
11,18,32,93,101,192,201,1
14,12,34,93,101,191,201,1
11,12,34,93,101,191,201,1
14,12,34,92,101,191,201,2
13,24,34,93,102,191,201,1
12,12,32,93,101,192,201,1
12,54,30,93,101,192,201,2
14,12,34,92,101,191,201,1
12,18,32,93,101,191,201,1
12,36,34,93,101,191,201,1
12,20,33,93,101,192,201,1
14,24,32,94,101,191,201,1
12,36,32,93,101,191,201,1
14,6,33,92,101,191,201,1
12,9,34,93,101,192,201,1
14,12,32,94,101,192,201,1
14,18,31,93,101,192,201,2
12,12,32,93,101,191,201,1
11,24,32,92,101,192,202,1
12,14,32,94,101,192,201,1
12,6,33,91,101,191,201,1
12,18,32,93,101,191,201,1
14,36,34,92,101,192,201,2
11,12,32,94,101,191,201,1
14,48,34,93,101,192,201,1
11,42,32,92,101,192,201,2
11,10,34,92,102,191,202,1
11,33,34,92,101,191,201,2
12,12,34,91,101,192,201,1
11,21,32,92,101,192,201,2
14,24,34,92,101,192,201,1
14,12,32,93,101,191,201,1
13,10,34,93,101,192,201,1
12,18,32,92,101,191,201,2
11,12,34,93,101,191,201,1
11,12,32,94,101,191,201,1
12,12,32,93,101,191,201,2
12,12,34,93,101,192,201,1
11,12,34,92,102,191,201,2
12,48,32,92,101,191,201,1
11,36,33,93,101,192,201,2
14,15,32,93,101,191,201,1
14,18,32,93,101,191,201,1
14,60,32,92,101,192,201,1
14,12,34,92,101,192,201,1
14,27,33,93,101,191,201,1
12,15,34,93,103,192,201,1
13,12,32,92,101,192,201,1
13,6,32,94,101,191,202,1
12,36,32,92,101,192,201,1
11,27,32,93,101,191,201,1
11,18,32,93,101,191,201,2
14,21,34,92,101,192,201,1
12,48,31,93,101,191,201,1
11,6,34,92,101,192,201,1
14,12,34,92,101,192,201,1
11,36,34,93,103,191,201,1
14,18,34,93,101,191,201,1
14,6,32,93,101,192,201,1
14,10,32,93,101,192,202,1
13,36,32,93,101,191,201,1
12,24,34,92,101,191,201,1
12,24,33,93,101,192,201,1
11,12,32,92,101,191,201,2
11,9,34,93,103,191,202,1
12,24,32,93,101,192,201,1
14,6,34,93,101,191,201,1
14,18,34,92,101,191,201,1
14,15,32,93,101,192,201,1
12,10,32,93,101,192,201,1
